id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,5000,5000,5000, 36 months,7.34,155.17,A,A4,chief engineer,6 years,MORTGAGE,120000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,11.71,0,Apr-1995,1,74,,16,0,4227,21.0,28,w,2021.64,2021.64,3204.83,3204.83,2978.36,226.47,0.0,0.0,0.0,Feb-2019,155.17,Mar-2019,Feb-2019,0,74,1,Individual,,,,0,4282,252595,1,3,0,2,13,29451,71,3,7,1763,55,20100,3,0,2,9,16840,9044,29.3,0,0,135,275,4,4,3,4,75,4,74,2,6,8,7,10,6,12,18,8,16,0,0,0,3,92.6,0,0,0,311391,33678,12800,41283,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,20000,20000,20000, 60 months,18.45,512.78,D,D2,Dept. Supervisor,10+ years,MORTGAGE,49000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,925xx,CA,18.66,0,Feb-2001,0,52,,12,0,4578,11.9,17,w,17799.18,17799.18,5218.9,5218.90,2200.82,3018.08,0.0,0.0,0.0,Feb-2019,512.78,Mar-2019,Feb-2019,0,52,1,Joint App,151000,14.71,Not Verified,0,1695,327289,0,2,2,2,7,36723,92,4,4,1861,53,78500,1,1,1,8,27274,72344,5.7,0,0,124,205,8,7,2,8,,8,52,2,2,5,6,6,3,9,12,5,12,0,0,0,8,88.2,16.7,0,0,409061,41301,74300,39791,14937,Feb-2001,0,2,19,20.3,4,17,0,0,37,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 60 months,15.04,333.36,C,C4,Senior Account Clerk,10+ years,RENT,73000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,945xx,CA,33.13,0,Dec-1993,0,,102,12,1,17033,70.4,18,w,12150.14,12150.14,3655.26,3655.26,1849.86,1805.40,0.0,0.0,0.0,Feb-2019,333.36,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,38602,0,4,0,0,26,21569,44,1,1,3530,53,24200,1,1,0,1,3217,5371,71.3,0,0,50,291,12,12,0,43,,20,,0,6,8,6,6,9,8,9,8,12,0,0,0,1,100,66.7,1,0,72738,38602,18700,48538,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,19.42,1106.07,D,D3,Account Executive,2 years,MORTGAGE,207000,Not Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,329xx,FL,12.78,0,Dec-2005,1,39,,23,0,30110,47.6,43,w,0.00,0.00,32955.4285151087,32955.43,30000.00,2955.43,0.0,0.0,0.0,Oct-2018,27457.45,,Oct-2018,0,,1,Individual,,,,0,0,276007,2,3,2,3,10,99395,82,3,6,9116,52,63300,4,0,3,10,12546,12180,67.5,0,0,141,147,2,2,3,3,39,2,39,0,9,14,10,10,16,19,24,14,23,0,0,0,5,97.7,40,0,0,331100,129505,37500,112900,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,6.07,609.08,A,A2,co owner/administrator,10+ years,MORTGAGE,60000,Source Verified,Mar-2018,Current,n,,,house,Home buying,275xx,NC,19.24,0,Apr-1973,0,,,9,0,90435,67.5,19,w,14269.48,14269.48,6655.7,6655.70,5730.52,925.18,0.0,0.0,0.0,Feb-2019,571.64,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,95577,0,1,0,0,41,2201,14,0,0,13754,47,100200,0,0,0,0,11947,1146,92.3,0,0,126,539,76,41,2,81,,,,0,1,6,1,5,4,7,13,6,9,0,0,0,0,100,100,0,0,233556,92636,14900,15606,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,10.9,196.15,B,B4,construction,10+ years,OWN,50000,Not Verified,Mar-2018,Late (31-120 days),n,,,debt_consolidation,Debt consolidation,463xx,IN,18.1,0,Oct-2004,1,,101,7,1,3347,16.5,18,w,4677.84,4677.84,1761.72,1761.72,1322.16,439.56,0.0,0.0,0.0,Dec-2018,196.15,Mar-2019,Feb-2019,1,,1,Individual,,,,0,804,45510,2,2,1,3,8,42163,93,2,3,2197,70,20300,2,1,9,6,6501,15653,17.6,0,0,161,91,3,3,1,3,,5,,0,3,3,3,5,7,5,10,3,7,0,0,0,3,100,0,1,0,65431,45510,19000,45131,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,17.47,502.12,D,D1,Community Habilitation worker,7 years,OWN,54000,Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,109xx,NY,18.05,0,Jun-2005,0,,97,14,1,14644,27.8,19,w,17505.22,17505.22,5503.91,5503.91,2494.78,3009.13,0.0,0.0,0.0,Feb-2019,502.12,Mar-2019,Feb-2019,0,,1,Joint App,64000,19.98,Source Verified,0,0,25359,0,1,0,0,52,10715,46,3,4,9716,33,52600,0,1,0,4,1811,24798,35.8,0,0,52,153,8,8,0,8,,15,,0,4,7,6,7,1,13,18,7,14,0,0,0,3,100,33.3,1,0,75825,25359,38600,23225,25123,Oct-1998,0,0,11,32.6,0,16,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,13.58,368.82,C,C2,Web Developer,4 years,RENT,45000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,601xx,IL,27.92,1,Oct-2004,1,18,,12,0,10643,60.5,19,w,13813.79,13813.79,4044.95,4044.95,2186.21,1858.74,0.0,0.0,0.0,Feb-2019,368.82,Mar-2019,Feb-2019,0,24,1,Individual,,,,0,0,31734,1,5,0,0,32,21091,40,1,1,3245,45,17600,0,1,1,1,2885,859,88.7,0,0,160,161,5,5,0,5,,5,18,2,3,4,4,6,9,6,8,4,12,0,0,0,1,84.2,75,0,0,70872,31734,7600,53272,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3800,3800,3800, 36 months,13.58,129.11,C,C2,,n/a,RENT,15000,Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,317xx,GA,8.32,0,May-2004,3,,,14,0,3586,18.0,19,w,0.00,0.00,3801.8603666667,3801.86,3800.00,1.86,0.0,0.0,0.0,Mar-2018,3804.73,,Apr-2018,0,,1,Individual,,,,0,0,3586,5,0,0,0,117,0,,6,11,1797,18,19900,0,0,3,11,276,13514,21,0,0,142,166,1,1,0,1,,1,,0,3,3,9,11,2,14,17,3,14,0,0,0,6,100,0,0,0,19900,3586,17100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,10.41,324.61,B,B3,Branch service specialist ,10+ years,MORTGAGE,50000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,933xx,CA,37.61,0,Jun-2011,0,,,12,0,12950,38.4,16,w,7267.05,7267.05,3564.93,3564.93,2732.95,831.98,0.0,0.0,0.0,Feb-2019,324.61,Mar-2019,Feb-2019,0,,1,Individual,,,,0,90,164557,0,2,2,2,8,35381,85,0,0,3857,64,33700,2,0,3,2,13713,15726,37.8,0,0,68,81,50,8,1,50,,8,,0,6,9,6,6,4,9,11,9,12,0,0,0,2,100,16.7,0,0,206328,48331,25300,41530,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 36 months,11.98,1062.56,B,B5,Manager ,7 years,MORTGAGE,80111,Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,45.75,0,Jul-2008,0,73,,18,0,35411,54.4,30,w,23405.48,23405.48,11773.35,11773.35,8594.52,3178.83,0.0,0.0,0.0,Feb-2019,1062.56,Mar-2019,Feb-2019,0,,1,Joint App,175997,23.2,Verified,0,0,517206,0,5,4,4,7,106305,94,1,5,7174,70,65100,6,2,8,10,28734,9041,58.7,0,0,116,95,10,7,3,10,,1,,0,2,8,4,6,12,12,15,8,18,0,0,0,5,96.7,50,0,0,607285,141716,21900,158185,56717,Nov-2001,0,3,15,57.1,6,15,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,7.34,299.44,A,A4,Vo store design,6 years,MORTGAGE,225000,Source Verified,Mar-2018,Fully Paid,n,,,home_improvement,Home improvement,070xx,NJ,3.05,0,Oct-1988,0,,,9,0,0,0.0,21,w,0.00,0.00,15265.311118065,15265.31,15000.00,265.31,0.0,0.0,0.0,May-2018,14971.99,,Jul-2018,0,,1,Individual,,,,0,0,613564,0,1,0,0,33,17372,50,0,0,0,21,45200,1,0,0,2,76696,43000,0,0,0,119,352,28,15,4,57,,18,,0,0,0,4,6,4,6,12,0,9,0,0,0,0,100,0,0,0,692471,17477,43000,34731,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 36 months,15.04,485.59,C,C4,truck driver,2 years,MORTGAGE,90000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,799xx,TX,27.67,0,Aug-1993,0,45,,13,0,24177,75.6,40,f,10366.62,10366.62,5318.09,5318.09,3633.38,1684.71,0.0,0.0,0.0,Feb-2019,485.59,Mar-2019,Feb-2019,0,45,1,Individual,,,,0,0,280754,4,3,0,4,19,53110,43,4,5,772,62,32000,1,7,0,11,23396,3181,30.8,1,0,122,295,2,2,8,3,45,19,45,4,3,8,3,8,14,9,18,8,13,0,0,0,4,85,0,0,0,321202,77287,4600,76932,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3600,3600,3600, 36 months,13.58,122.31,C,C2,cap team,10+ years,RENT,28000,Source Verified,Mar-2018,In Grace Period,n,,,debt_consolidation,Debt consolidation,993xx,WA,10.67,0,Aug-2004,0,,,11,0,36,0.1,20,w,2741.48,2741.48,1220.38,1220.38,858.52,361.86,0.0,0.0,0.0,Jan-2019,122.31,Mar-2019,Feb-2019,0,,1,Joint App,45160,10.33,Source Verified,0,0,5860,0,1,1,1,9,5824,83,0,0,36,15,33300,0,0,1,1,533,24964,0.1,0,0,54,163,25,9,0,25,,9,,0,1,1,8,11,4,10,16,1,11,0,0,0,1,100,0,0,0,40300,5860,25000,7000,10471,May-2003,0,0,1,101.5,0,11,0,1,22,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,19.42,221.22,D,D3,Engineer ,< 1 year,RENT,85000,Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,327xx,FL,16.49,0,Mar-2006,0,38,,14,0,9164,53.9,26,w,4518.66,4518.66,2426.95,2426.95,1481.34,945.61,0.0,0.0,0.0,Feb-2019,221.22,Mar-2019,Feb-2019,0,,1,Individual,,,,0,1455,21675,0,2,0,2,16,12511,72,3,7,1157,63,17000,2,0,0,9,1548,5460,49.4,0,0,140,144,8,8,0,8,38,16,38,0,8,11,8,11,7,12,19,11,14,0,0,0,3,92.3,50,0,0,34501,21675,10800,17501,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,15.04,357.17,C,C4,Carpenter,5 years,RENT,55000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,956xx,CA,18.26,0,Feb-2014,1,,,15,0,5941,36.0,17,w,13018.02,13018.02,3916.34,3916.34,1981.98,1934.36,0.0,0.0,0.0,Feb-2019,357.17,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15305,0,3,1,2,12,9364,49,0,7,606,36,16600,3,2,3,9,1020,720,19,0,0,37,49,13,12,0,16,,0,,0,5,12,5,5,4,12,13,5,15,,0,0,1,100,20,0,0,35697,15305,3600,19097,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,23700,23700,23700, 36 months,5.31,713.62,A,A1,Systems Engineer,10+ years,MORTGAGE,115000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,672xx,KS,13.49,0,Mar-1996,0,,,18,0,23455,17.3,37,w,14087.22,14087.22,10542.83,10542.83,9612.78,930.05,0.0,0.0,0.0,Feb-2019,1013.62,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,319166,1,2,0,1,22,15660,47,3,8,9379,23,135800,0,0,1,9,17731,90086,18.1,0,0,161,263,4,4,5,4,,12,,0,4,7,8,12,6,13,26,7,18,0,0,0,3,100,0,0,0,476722,39115,110000,33322,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15500,15500,15500, 36 months,6.07,472.04,A,A2,Technical Expert,< 1 year,RENT,48800,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,294xx,SC,7.28,0,Jul-2007,0,,,3,0,6362,26.0,9,w,11058.81,11058.81,5187.21,5187.21,4441.19,746.02,0.0,0.0,0.0,Feb-2019,472.04,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,14585,0,1,0,1,23,8223,70,0,0,0,40,24500,0,3,0,1,4862,,,0,0,128,123,28,23,0,,,23,,0,0,1,0,0,3,2,6,1,3,0,0,0,0,100,,0,0,36302,14585,0,11802,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,30.65,393.05,F,F4,Driver ,9 years,MORTGAGE,2000,Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,673xx,KS,489.16,0,May-2006,3,33,78,11,1,4104,28.5,21,w,0.00,0.00,12611.2348283337,12611.23,12000.00,611.23,0.0,0.0,0.0,May-2018,12238.61,,Feb-2019,0,,1,Joint App,42000,25.08,Verified,0,477,105817,2,2,1,3,4,17988,50,1,1,4104,44,14400,10,0,5,5,10582,4896,45.6,0,0,74,142,5,4,4,41,,1,33,0,1,1,2,3,5,8,12,1,10,0,0,0,3,94.4,0,1,0,135233,22092,9000,36127,10375,Aug-2007,0,0,3,0,2,3,0,0,13,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,27850,27850,27850, 60 months,20.39,743.92,D,D4,Salesman ,2 years,MORTGAGE,55000,Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,990xx,WA,20.47,0,Nov-2005,0,,66,15,1,2632,10.1,42,w,24605.95,24605.95,8151.57,8151.57,3244.05,4907.52,0.0,0.0,0.0,Feb-2019,743.92,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,220319,1,2,3,4,4,22247,87,3,4,1249,48,26000,8,1,6,9,14688,16168,14,0,0,72,148,7,4,3,7,,8,,0,5,5,7,20,7,12,32,5,15,0,0,0,7,100,0,1,0,250376,24879,18800,25455,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,9.43,384.01,B,B1,,n/a,MORTGAGE,60000,Source Verified,Mar-2018,Current,n,,,medical,Medical expenses,891xx,NV,20.56,0,Mar-2011,0,46,,12,0,2482,12.9,13,w,8684.98,8684.98,4217.82,4217.82,3315.02,902.80,0.0,0.0,0.0,Feb-2019,384.01,Mar-2019,Feb-2019,0,,1,Individual,,,,0,1494,217968,0,1,2,2,10,39034,89,0,2,1196,66,19300,3,1,4,4,18164,11194,13.9,0,0,45,84,13,10,1,13,46,10,46,0,4,6,6,6,3,9,9,6,12,0,0,0,2,92.3,0,0,0,262238,41516,13000,43770,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,9.43,251.62,B,B1,IQ Manager,3 years,RENT,81000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,894xx,NV,35.5,0,Aug-1993,0,,,14,0,25918,23.6,23,w,10199.86,10199.86,2761.53,2761.53,1800.14,961.39,0.0,0.0,0.0,Feb-2019,251.62,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,310133,1,3,1,3,4,68677,75,0,0,11047,33,109800,1,5,0,3,22152,45740,35,0,0,173,295,25,4,3,25,,16,,0,5,7,5,7,8,10,12,7,14,0,0,0,1,100,0,0,0,421855,94595,70400,76500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 60 months,10.9,694.17,B,B4,Medical Biller,3 years,MORTGAGE,47840,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,088xx,NJ,23.18,0,Feb-2004,1,,,19,0,12039,22.0,27,w,27354.28,27354.28,7635.13,7635.13,4645.72,2989.41,0.0,0.0,0.0,Feb-2019,694.17,Mar-2019,Feb-2019,0,,1,Joint App,85925,16.81,Not Verified,0,0,254930,2,3,0,0,36,6707,24,0,0,9268,23,54800,1,1,4,2,13417,30979,25.2,0,0,153,169,25,6,2,25,,1,,0,3,5,8,9,6,15,19,5,19,0,0,0,2,100,0,0,0,319854,18746,41400,27554,19790,Dec-2006,2,0,6,41.6,0,8,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,11.98,99.62,B,B5,builder,< 1 year,MORTGAGE,40000,Source Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,480xx,MI,18.78,0,Sep-2010,0,,,7,0,3643,24.8,12,w,0.00,0.00,3206.0854003818,3206.09,3000.00,206.09,0.0,0.0,0.0,Oct-2018,2620.35,,Nov-2018,0,,1,Individual,,,,0,0,22532,0,2,2,2,7,18889,72,1,4,2008,55,14700,1,1,5,6,3219,9457,27.8,0,0,90,84,12,7,0,12,,7,,0,3,3,4,6,4,5,8,3,7,0,0,0,3,100,0,0,0,40918,22532,13100,26218,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,9.43,320.01,B,B1,Driver,3 years,RENT,60000,Not Verified,Mar-2018,Current,n,,,major_purchase,Major purchase,894xx,NV,5.58,0,Jan-1985,0,28,,7,0,9769,75.1,17,w,7237.46,7237.46,3514.87,3514.87,2762.54,752.33,0.0,0.0,0.0,Feb-2019,320.01,Mar-2019,Feb-2019,0,29,1,Individual,,,,0,563,9769,0,0,0,0,103,0,,1,2,2973,75,13000,0,1,0,2,1396,2631,78.8,0,0,112,398,12,12,2,12,,,28,3,5,5,5,8,2,7,13,5,7,0,0,0,1,76.5,60,0,0,13000,9769,12400,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,18.45,512.78,D,D2,Regional controller,6 years,RENT,97000,Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,328xx,FL,38.52,0,Apr-2000,0,,,19,0,59076,58.3,42,w,17560.07,17560.07,5620.08,5620.08,2439.93,3180.15,0.0,0.0,0.0,Feb-2019,512.78,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,342501,0,5,1,3,9,99781,69,0,1,13085,64,102000,0,4,0,4,18026,26921,68,0,0,152,215,23,9,1,23,,,,0,9,11,9,11,23,13,18,11,19,0,0,0,1,100,33.3,0,0,459193,158857,84000,128853,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2400,2400,2400, 36 months,12.61,80.42,C,C1,Supervisor,10+ years,MORTGAGE,86000,Source Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,180xx,PA,15.81,0,Oct-1992,0,,,9,0,26279,83.7,18,w,1759.87,1759.87,882.94,882.94,640.13,242.81,0.0,0.0,0.0,Feb-2019,80.42,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,55412,0,2,1,1,10,4051,13,0,0,9575,49,31400,1,0,1,1,6927,621,97.7,0,0,120,305,31,10,1,31,,10,,0,4,4,4,5,6,6,11,4,9,0,0,0,1,100,100,0,0,146800,30330,26900,30400,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,18.45,897.37,D,D2,It manager,10+ years,MORTGAGE,121000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,553xx,MN,22.62,0,May-2000,0,,,21,0,41270,83.2,36,w,31148.52,31148.52,9171.01,9171.01,3851.48,5319.53,0.0,0.0,0.0,Feb-2019,897.37,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,362610,1,3,1,2,9,36272,72,0,2,6524,77,49600,3,0,2,6,17267,1512,95.8,0,0,122,214,15,4,4,15,,5,,0,12,15,13,18,7,17,25,15,21,0,0,0,2,100,92.3,0,0,386239,77542,35900,50699,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10800,10800,10800, 36 months,6.07,328.9,A,A2,Equipment Engineer ,10+ years,MORTGAGE,95000,Not Verified,Mar-2018,Fully Paid,n,,,credit_card,Credit card refinancing,852xx,AZ,14.53,0,May-2000,1,,,14,0,22072,42.5,35,w,0.00,0.00,11200.1280658676,11200.13,10800.00,400.13,0.0,0.0,0.0,Nov-2018,8901.47,,Nov-2018,0,,1,Individual,,,,0,0,237946,1,1,0,0,26,7948,35,1,4,6941,40,51900,2,7,1,5,16996,7495,62.7,0,0,122,214,3,3,7,3,,3,,0,3,4,4,5,7,11,21,5,14,0,0,0,1,100,25,0,0,287100,30020,20100,22600,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,14.07,342.12,C,C3,Cashier,1 year,RENT,55000,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,919xx,CA,23.04,0,Sep-2001,0,,,12,0,16853,96.9,22,w,7376.18,7376.18,3776.26,3776.26,2623.82,1152.44,0.0,0.0,0.0,Feb-2019,342.12,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,59787,0,7,0,1,22,42934,82,0,2,7594,86,17400,1,0,0,3,4982,132,99.2,0,0,123,197,15,15,0,15,,16,,0,4,5,4,4,17,5,5,5,12,0,0,0,0,100,100,0,0,69510,59787,16600,52110,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,5.31,180.67,A,A1,"Manager, Data Services",3 years,MORTGAGE,87000,Not Verified,Mar-2018,Fully Paid,n,,,medical,Medical expenses,850xx,AZ,6.06,0,Feb-2003,0,27,,7,0,506,1.7,23,w,0.00,0.00,6103.4998850406,6103.50,6000.00,103.50,0.0,0.0,0.0,Jul-2018,5563.26,,Oct-2018,0,,1,Individual,,,,0,0,196334,2,1,0,1,23,16609,62,1,1,260,30,30100,1,0,1,3,32722,25094,2,0,0,105,181,5,5,6,5,,6,27,0,2,2,3,5,6,5,11,2,7,0,0,0,2,95.7,0,0,0,236927,17115,25600,26827,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6925,6925,6925, 36 months,10.41,224.79,B,B3,,n/a,MORTGAGE,16231,Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,923xx,CA,61.46,0,Feb-2007,1,,91,11,1,13982,47.6,15,w,0.00,0.00,7190.6731170324,7190.67,6925.00,265.67,0.0,0.0,0.0,Jul-2018,6520.3,,Mar-2018,0,,1,Joint App,41515,28.79,Verified,0,0,192936,1,1,1,1,11,19850,92,1,1,6743,66,29400,1,1,3,4,17540,11994,51.8,0,0,124,130,4,4,3,43,,3,,0,4,6,6,6,3,9,9,6,11,0,0,0,3,100,16.7,1,0,211722,33832,24900,21622,17018,Mar-2006,2,3,16,45.7,1,18,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,7.34,620.66,A,A4,production associate,2 years,MORTGAGE,50200,Verified,Mar-2018,Fully Paid,n,,,home_improvement,Home improvement,951xx,CA,1.01,0,Jan-2009,2,,,10,0,2126,4.4,17,w,0.00,0.00,20479.7710840901,20479.77,20000.00,479.77,0.0,0.0,0.0,Aug-2018,7005.29,,Oct-2018,0,,1,Individual,,,,0,0,234048,2,0,2,4,3,0,,0,3,1884,4,48600,4,0,7,9,23405,29674,6.7,0,0,110,41,16,3,1,18,,1,,0,2,2,5,5,6,9,9,2,10,0,0,0,4,100,0,0,0,281208,2126,31800,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,9.92,386.76,B,B2,NURSING ASSISTANT,10+ years,RENT,55000,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,917xx,CA,10.54,1,Aug-2002,1,9,,14,0,3244,20.8,22,w,8702.80,8702.80,4247.75,4247.75,3297.20,950.55,0.0,0.0,0.0,Feb-2019,386.76,Mar-2019,Feb-2019,0,9,1,Individual,,,,0,0,7239,0,1,0,1,21,3995,62,0,0,1875,33,15600,1,0,1,1,517,9678,22.6,0,0,144,187,27,21,0,27,9,1,9,1,6,8,9,15,2,13,20,8,14,0,0,1,0,95.5,11.1,0,0,22100,7239,12500,6500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
